name,age,team,minutes_played,PER,TS,WS,BPM,VORP,PPG,AST,TRB,BLK,STL,G,MP,mvp_label,year
Ed Davis,25.0,LAL,1840.0,20.0,0.594,6.3,1.5,1.6,8.3,1.2,7.6,1.2,0.6,79.0,23.3,0,2015
Mike Dunleavy,34.0,CHI,1838.0,11.6,0.573,4.1,0.0,0.9,9.4,1.8,3.9,0.3,0.6,63.0,29.2,0,2015
Norris Cole,26.0,2TM,1831.0,10.9,0.483,1.4,-2.8,-0.4,7.6,3.4,2.1,0.2,0.8,75.0,24.4,0,2015
Danté Exum,19.0,UTA,1817.0,5.7,0.457,-0.1,-4.3,-1.1,4.8,2.4,1.6,0.2,0.5,82.0,22.2,0,2015
Marcus Smart,20.0,BOS,1808.0,11.0,0.491,2.9,-0.5,0.7,7.8,3.1,3.3,0.3,1.5,67.0,27.0,0,2015
Anthony Morrow,29.0,OKC,1806.0,14.8,0.604,5.7,1.8,1.7,10.7,0.8,2.6,0.1,0.7,74.0,24.4,0,2015
Quincy Pondexter,26.0,2TM,1793.0,9.9,0.55,2.9,-2.1,0.0,7.2,1.3,2.6,0.3,0.3,75.0,23.9,0,2015
Jason Smith,28.0,NYK,1785.0,12.0,0.497,1.2,-3.8,-0.8,8.0,1.7,4.0,0.5,0.4,82.0,21.8,0,2015
Hollis Thompson,23.0,PHI,1776.0,10.9,0.538,2.6,-1.8,0.1,8.8,1.2,2.8,0.4,0.8,71.0,25.0,0,2015
Steven Adams,21.0,OKC,1771.0,14.1,0.549,4.1,-1.3,0.3,7.7,0.9,7.5,1.2,0.5,70.0,25.3,0,2015
Alan Anderson,32.0,BRK,1744.0,10.6,0.563,2.7,-1.5,0.2,7.4,1.1,2.8,0.1,0.8,74.0,23.6,0,2015
Mason Plumlee,24.0,BRK,1743.0,18.0,0.57,4.8,0.1,0.9,8.7,0.9,6.2,0.8,0.8,82.0,21.3,0,2015
Kyle Singler,26.0,2TM,1743.0,8.5,0.512,2.0,-2.1,0.0,6.0,1.1,2.4,0.3,0.6,80.0,21.8,0,2015
Tyler Zeller,25.0,BOS,1731.0,18.9,0.594,6.5,0.9,1.3,10.2,1.4,5.7,0.6,0.2,82.0,21.1,0,2015
Zaza Pachulia,30.0,MIL,1730.0,15.6,0.506,4.2,0.4,1.0,8.3,2.4,6.8,0.3,1.1,73.0,23.7,0,2015
Patrick Beverley,26.0,HOU,1727.0,11.3,0.509,3.5,0.1,0.9,10.1,3.4,4.2,0.4,1.1,56.0,30.8,0,2015
Isaiah Thomas,25.0,2TM,1726.0,20.6,0.579,6.1,3.2,2.3,16.4,4.2,2.3,0.1,0.9,67.0,25.8,0,2015
Jerryd Bayless,26.0,MIL,1717.0,11.1,0.519,2.4,-2.1,0.0,7.8,3.0,2.7,0.2,0.8,77.0,22.3,0,2015
Jared Dudley,29.0,MIL,1717.0,12.3,0.572,4.1,0.6,1.1,7.2,1.8,3.1,0.2,1.0,72.0,23.8,0,2015
Jamal Crawford,34.0,LAC,1703.0,16.6,0.532,3.6,0.7,1.2,15.8,2.5,1.9,0.2,0.9,64.0,26.6,0,2015
O.J. Mayo,27.0,MIL,1697.0,13.5,0.529,2.8,-0.6,0.6,11.4,2.8,2.6,0.3,0.8,71.0,23.9,0,2015
Nenê,32.0,WAS,1693.0,14.3,0.534,3.0,-0.8,0.5,11.0,1.8,5.1,0.3,1.0,67.0,25.3,0,2015
Carlos Boozer,33.0,LAL,1692.0,16.4,0.517,2.2,-1.7,0.1,11.8,1.3,6.8,0.2,0.6,71.0,23.8,0,2015
Taj Gibson,29.0,CHI,1692.0,16.1,0.545,4.8,-0.4,0.7,10.3,1.1,6.4,1.2,0.6,62.0,27.3,0,2015
Devin Harris,31.0,DAL,1685.0,14.8,0.559,4.2,1.4,1.4,8.8,3.1,1.8,0.2,1.0,76.0,22.2,0,2015
Tim Hardaway Jr.,22.0,NYK,1681.0,12.1,0.512,0.8,-2.8,-0.3,11.5,1.8,2.2,0.2,0.3,70.0,24.0,0,2015
Wayne Ellington,27.0,LAL,1675.0,11.6,0.504,1.2,-2.3,-0.1,10.0,1.6,3.2,0.0,0.5,65.0,25.8,0,2015
Ryan Anderson,26.0,NOP,1675.0,15.6,0.524,3.5,-0.3,0.7,13.7,0.9,4.8,0.3,0.5,61.0,27.5,0,2015
Joe Ingles,27.0,UTA,1673.0,9.6,0.533,2.2,-1.2,0.3,5.0,2.3,2.2,0.1,0.9,79.0,21.2,0,2015
Evan Fournier,22.0,ORL,1661.0,12.4,0.546,2.1,-1.8,0.1,12.0,2.1,2.6,0.0,0.7,58.0,28.6,0,2015
Luis Scola,34.0,IND,1659.0,16.8,0.515,4.4,-0.3,0.7,9.4,1.3,6.5,0.2,0.6,81.0,20.5,0,2015
Nikola Mirotić,23.0,CHI,1654.0,17.9,0.556,5.7,2.3,1.8,10.2,1.2,4.9,0.7,0.7,82.0,20.2,0,2015
Dante Cunningham,27.0,NOP,1652.0,8.9,0.473,1.6,-2.5,-0.2,5.2,0.8,3.9,0.6,0.7,66.0,25.0,0,2015
Tony Allen,33.0,MEM,1648.0,14.6,0.528,4.1,1.6,1.5,8.6,1.4,4.4,0.5,2.0,63.0,26.2,0,2015
Jae Crowder,24.0,2TM,1647.0,13.9,0.517,3.9,0.5,1.0,7.7,1.1,3.6,0.3,0.9,82.0,20.1,0,2015
Jason Terry,37.0,HOU,1641.0,11.4,0.579,3.6,0.5,1.0,7.0,1.9,1.6,0.2,0.9,77.0,21.3,0,2015
Robin Lopez,26.0,POR,1638.0,16.2,0.574,5.1,0.1,0.9,9.6,0.9,6.7,1.4,0.3,59.0,27.8,0,2015
Caron Butler,34.0,DET,1623.0,9.3,0.544,2.4,-1.7,0.1,5.9,1.0,2.5,0.1,0.6,78.0,20.8,0,2015
Kirk Hinrich,34.0,CHI,1610.0,6.8,0.468,1.0,-3.8,-0.7,5.7,2.2,1.8,0.2,0.7,66.0,24.4,0,2015
Manu Ginóbili,37.0,SAS,1587.0,16.2,0.544,3.7,1.7,1.5,10.5,4.2,3.0,0.3,1.0,70.0,22.7,0,2015
Michael Kidd-Gilchrist,21.0,CHO,1587.0,15.1,0.519,3.8,-0.5,0.6,10.9,1.4,7.6,0.7,0.5,55.0,28.9,0,2015
Andrew Bogut,30.0,GSW,1583.0,15.8,0.565,5.2,2.4,1.8,6.3,2.7,8.1,1.7,0.6,67.0,23.6,0,2015
Lance Stephenson,24.0,CHO,1573.0,8.8,0.419,-0.9,-4.5,-1.0,8.2,3.9,4.5,0.1,0.6,61.0,25.8,0,2015
Jared Sullinger,22.0,BOS,1566.0,17.9,0.503,4.0,1.1,1.2,13.3,2.3,7.6,0.7,0.8,58.0,27.0,0,2015
Darren Collison,27.0,SAC,1565.0,17.5,0.575,3.8,2.1,1.6,16.1,5.6,3.2,0.3,1.5,45.0,34.8,0,2015
Trevor Booker,27.0,UTA,1564.0,15.3,0.536,3.6,-0.2,0.7,7.2,1.1,5.0,0.5,0.5,79.0,19.8,0,2015
Austin Rivers,22.0,2TM,1563.0,10.3,0.481,1.5,-2.8,-0.3,7.0,2.0,2.0,0.2,0.6,76.0,20.6,0,2015
James Harden,26.0,HOU,3125.0,25.3,0.598,13.3,6.6,6.8,29.0,7.5,6.1,0.6,1.7,82.0,38.1,0,2016
Gordon Hayward,25.0,UTA,2893.0,18.3,0.559,8.9,2.6,3.3,19.7,3.7,5.0,0.3,1.2,80.0,36.2,0,2016
Kemba Walker,25.0,CHO,2885.0,20.8,0.554,9.9,4.0,4.3,20.9,5.2,4.4,0.5,1.6,81.0,35.6,0,2016
Trevor Ariza,30.0,HOU,2859.0,12.9,0.551,5.4,0.4,1.7,12.7,2.3,4.5,0.3,2.0,81.0,35.3,0,2016
Marcus Morris,26.0,DET,2856.0,12.7,0.531,5.4,-0.2,1.3,14.1,2.5,5.1,0.3,0.8,80.0,35.7,0,2016
Khris Middleton,24.0,MIL,2852.0,16.8,0.56,6.1,0.6,1.9,18.2,4.2,3.8,0.2,1.7,79.0,36.1,0,2016
Kyle Lowry,29.0,TOR,2851.0,22.2,0.578,11.6,5.8,5.7,21.2,6.4,4.7,0.4,2.1,77.0,37.0,0,2016
Andrew Wiggins,20.0,MIN,2845.0,16.5,0.543,4.1,-1.3,0.5,20.7,2.0,3.6,0.6,1.0,81.0,35.1,0,2016
Giannis Antetokounmpo,21.0,MIL,2823.0,18.8,0.566,7.1,2.1,2.9,16.9,4.3,7.7,1.4,1.2,80.0,35.3,0,2016
Paul George,25.0,IND,2819.0,20.9,0.557,9.2,4.9,4.9,23.1,4.1,7.0,0.4,1.9,81.0,34.8,0,2016
Draymond Green,25.0,GSW,2808.0,19.3,0.587,11.1,5.5,5.3,14.0,7.4,9.5,1.4,1.5,81.0,34.7,0,2016
DeMar DeRozan,26.0,TOR,2804.0,21.5,0.55,9.9,2.5,3.2,23.5,4.0,4.5,0.3,1.0,78.0,35.9,0,2016
Kentavious Caldwell-Pope,22.0,DET,2789.0,12.4,0.521,5.3,-0.3,1.2,14.5,1.8,3.7,0.2,1.4,76.0,36.7,0,2016
John Wall,25.0,WAS,2784.0,19.8,0.51,5.7,3.5,3.9,19.9,10.2,4.9,0.8,1.9,77.0,36.2,0,2016
CJ McCollum,24.0,POR,2780.0,17.7,0.544,6.0,1.3,2.3,20.8,4.3,3.2,0.3,1.2,80.0,34.8,0,2016
Russell Westbrook,27.0,OKC,2750.0,27.6,0.554,14.0,7.8,6.8,23.5,10.4,7.8,0.3,2.0,80.0,34.4,0,2016
Monta Ellis,30.0,IND,2734.0,13.7,0.504,4.3,0.1,1.5,13.8,4.7,3.3,0.5,1.9,81.0,33.8,0,2016
LeBron James,31.0,CLE,2709.0,27.5,0.588,13.6,9.0,7.5,25.3,6.8,7.4,0.6,1.4,76.0,35.6,0,2016
Joe Johnson,34.0,2TM,2703.0,12.0,0.538,2.7,-1.9,0.1,12.2,3.9,3.6,0.0,0.8,81.0,33.4,0,2016
Stephen Curry,27.0,GSW,2700.0,31.5,0.669,17.9,11.9,9.5,30.1,6.7,5.4,0.2,2.1,79.0,34.2,1,2016
Damian Lillard,25.0,POR,2676.0,22.2,0.56,9.2,4.4,4.3,25.1,6.8,4.0,0.4,0.9,75.0,35.7,0,2016
Andre Drummond,22.0,DET,2666.0,21.2,0.499,7.4,1.1,2.0,16.2,0.8,14.8,1.4,1.5,81.0,32.9,0,2016
Klay Thompson,25.0,GSW,2666.0,18.6,0.597,8.0,1.8,2.5,22.1,2.1,3.8,0.6,0.8,80.0,33.3,0,2016
Paul Millsap,30.0,ATL,2647.0,21.3,0.556,10.1,4.2,4.1,17.1,3.3,9.0,1.7,1.8,81.0,32.7,0,2016
Isaiah Thomas,26.0,BOS,2644.0,21.5,0.562,9.7,4.3,4.2,22.2,6.2,3.0,0.1,1.1,82.0,32.2,0,2016
Wesley Matthews,29.0,DAL,2644.0,10.9,0.532,3.7,-1.0,0.6,12.5,1.9,3.1,0.2,1.0,78.0,33.9,0,2016
Al Horford,29.0,ATL,2631.0,19.4,0.565,9.4,3.8,3.9,15.2,3.2,7.3,1.5,0.8,82.0,32.1,0,2016
Karl-Anthony Towns,20.0,MIN,2627.0,22.5,0.59,8.3,2.2,2.7,18.3,2.0,10.5,1.7,0.7,82.0,32.0,0,2016
DeAndre Jordan,27.0,LAC,2598.0,20.6,0.628,11.5,2.8,3.2,12.7,1.2,13.8,2.3,0.7,77.0,33.7,0,2016
Kevin Durant,27.0,OKC,2578.0,28.2,0.634,14.5,9.9,7.8,28.2,5.0,8.2,1.2,1.0,72.0,35.8,0,2016
Evan Fournier,23.0,ORL,2566.0,14.6,0.587,5.7,-0.3,1.1,15.4,2.7,2.8,0.0,1.2,79.0,32.5,0,2016
Jordan Clarkson,23.0,LAL,2552.0,14.3,0.516,2.1,-1.6,0.2,15.5,2.4,4.0,0.1,1.1,79.0,32.3,0,2016
Rodney Hood,23.0,UTA,2541.0,14.1,0.542,6.0,0.7,1.7,14.5,2.7,3.4,0.2,0.9,79.0,32.2,0,2016
P.J. Tucker,30.0,PHO,2540.0,10.8,0.506,3.5,-1.2,0.5,8.0,2.2,6.2,0.2,1.3,82.0,31.0,0,2016
Rajon Rondo,29.0,SAC,2537.0,16.9,0.506,4.6,1.0,1.9,11.9,11.7,6.0,0.1,2.0,72.0,35.2,0,2016
Avery Bradley,25.0,BOS,2536.0,13.2,0.538,4.8,-0.1,1.2,15.2,2.1,2.9,0.3,1.5,76.0,33.4,0,2016
Carmelo Anthony,31.0,NYK,2530.0,20.3,0.53,6.4,3.3,3.4,21.8,4.2,7.7,0.5,0.9,72.0,35.1,0,2016
George Hill,29.0,IND,2524.0,13.2,0.555,6.2,0.7,1.7,12.1,3.5,4.0,0.2,1.1,74.0,34.1,0,2016
Tobias Harris,23.0,2TM,2513.0,16.2,0.56,6.6,1.5,2.2,14.7,2.2,6.7,0.5,0.9,76.0,33.1,0,2016
Serge Ibaka,26.0,OKC,2500.0,13.9,0.533,5.5,-0.6,0.8,12.6,0.8,6.8,1.9,0.5,78.0,32.1,0,2016
Jimmy Butler,26.0,CHI,2474.0,21.3,0.562,9.1,4.4,3.9,20.9,4.8,5.3,0.6,1.6,67.0,36.9,0,2016
Brook Lopez,27.0,BRK,2457.0,21.7,0.562,6.2,1.3,2.1,20.6,2.0,7.8,1.7,0.8,73.0,33.7,0,2016
Nicolas Batum,27.0,CHO,2448.0,15.6,0.546,5.0,1.2,2.0,14.9,5.8,6.1,0.6,0.9,70.0,35.0,0,2016
Gary Harris,21.0,DEN,2439.0,12.7,0.566,4.0,-0.9,0.7,12.3,1.9,2.9,0.2,1.3,76.0,32.1,0,2016
Reggie Jackson,25.0,DET,2424.0,19.6,0.535,6.9,2.7,2.8,18.8,6.2,3.2,0.1,0.7,79.0,30.7,0,2016
Kevin Love,27.0,CLE,2424.0,19.0,0.553,8.5,3.3,3.3,16.0,2.4,9.9,0.5,0.8,77.0,31.5,0,2016
Chris Paul,30.0,LAC,2420.0,26.2,0.575,12.7,7.9,6.0,19.5,10.0,4.2,0.2,2.1,74.0,32.7,0,2016
Jabari Parker,20.0,MIL,2408.0,14.8,0.535,3.6,-2.0,0.0,14.1,1.7,5.2,0.4,0.9,76.0,31.7,0,2016
Thaddeus Young,27.0,BRK,2407.0,17.5,0.533,4.1,0.0,1.2,15.1,1.9,9.0,0.5,1.5,73.0,33.0,0,2016
Kyle Korver,34.0,ATL,2401.0,9.7,0.578,4.1,-1.0,0.6,9.2,2.1,3.3,0.4,0.8,80.0,30.0,0,2016
Luol Deng,30.0,MIA,2394.0,15.0,0.549,6.4,0.8,1.7,12.3,1.9,6.0,0.4,1.0,74.0,32.4,0,2016
Kawhi Leonard,24.0,SAS,2380.0,26.0,0.616,13.7,9.1,6.7,21.2,2.6,6.8,1.0,1.8,72.0,33.1,0,2016
Victor Oladipo,23.0,ORL,2379.0,16.7,0.534,4.9,1.7,2.3,16.0,3.9,4.8,0.8,1.6,72.0,33.0,0,2016
Rudy Gay,29.0,SAC,2379.0,15.5,0.538,3.8,-0.3,1.0,17.2,1.7,6.5,0.7,1.4,70.0,34.0,0,2016
Arron Afflalo,30.0,NYK,2371.0,10.9,0.531,2.7,-2.9,-0.5,12.8,2.0,3.7,0.1,0.4,71.0,33.4,0,2016
Dirk Nowitzki,37.0,DAL,2364.0,19.0,0.555,6.8,2.5,2.7,18.3,1.8,6.5,0.7,0.7,75.0,31.5,0,2016
Goran Dragić,29.0,MIA,2363.0,15.5,0.537,4.7,-0.4,1.0,14.1,5.8,3.8,0.2,1.0,72.0,32.8,0,2016
J.R. Smith,30.0,CLE,2362.0,12.4,0.542,5.5,0.5,1.5,12.4,1.7,2.8,0.3,1.1,77.0,30.7,0,2016
Will Barton,25.0,DEN,2353.0,16.0,0.535,4.3,0.8,1.7,14.4,2.5,5.8,0.5,0.9,82.0,28.7,0,2016
Al-Farouq Aminu,25.0,POR,2341.0,12.7,0.533,4.0,0.1,1.2,10.2,1.7,6.1,0.6,0.9,82.0,28.5,0,2016
Marvin Williams,29.0,CHO,2338.0,16.9,0.585,7.8,2.7,2.7,11.7,1.4,6.4,1.0,0.7,81.0,28.9,0,2016
Courtney Lee,30.0,2TM,2334.0,11.5,0.551,3.9,-1.0,0.6,9.6,1.7,2.6,0.4,1.1,79.0,29.5,0,2016
Ricky Rubio,25.0,MIN,2323.0,17.6,0.529,5.8,1.8,2.3,10.1,8.7,4.3,0.1,2.1,76.0,30.6,0,2016
Greg Monroe,25.0,MIL,2314.0,21.8,0.562,7.5,2.1,2.4,15.3,2.3,8.8,0.8,0.9,79.0,29.3,0,2016
Jae Crowder,25.0,BOS,2308.0,15.8,0.565,7.3,2.2,2.5,14.2,1.8,5.1,0.5,1.7,73.0,31.6,0,2016
Zach LaVine,20.0,MIN,2294.0,14.3,0.548,2.6,-1.5,0.3,14.0,3.1,2.8,0.2,0.8,82.0,28.0,0,2016
Pau Gasol,35.0,CHI,2291.0,21.7,0.529,7.1,4.9,4.0,16.5,4.1,11.0,2.0,0.6,72.0,31.8,0,2016
Julius Randle,21.0,LAL,2286.0,13.9,0.482,1.6,-3.2,-0.7,11.3,1.8,10.2,0.4,0.7,81.0,28.2,0,2016
Dwight Howard,30.0,HOU,2280.0,18.9,0.604,6.6,0.1,1.2,13.7,1.4,11.8,1.6,1.0,71.0,32.1,0,2016
Otto Porter Jr.,22.0,WAS,2276.0,14.5,0.564,5.6,1.1,1.8,11.6,1.6,5.2,0.4,1.4,75.0,30.3,0,2016
Evan Turner,27.0,BOS,2271.0,13.6,0.513,4.0,0.0,1.1,10.5,4.4,4.9,0.3,1.0,81.0,28.0,0,2016
Tristan Thompson,24.0,CLE,2269.0,15.9,0.611,8.7,0.2,1.2,7.8,0.8,9.0,0.6,0.5,82.0,27.7,0,2016
LaMarcus Aldridge,30.0,SAS,2261.0,22.4,0.565,10.1,2.3,2.5,18.0,1.5,8.5,1.1,0.5,74.0,30.6,0,2016
D'Angelo Russell,19.0,LAL,2259.0,13.2,0.507,0.0,-2.3,-0.1,13.2,3.3,3.4,0.2,1.2,80.0,28.2,0,2016
Dwyane Wade,34.0,MIA,2258.0,20.3,0.517,4.9,1.9,2.2,19.0,4.6,4.1,0.6,1.1,74.0,30.5,0,2016
Marcin Gortat,31.0,WAS,2256.0,19.0,0.592,7.3,0.6,1.5,13.5,1.4,9.9,1.3,0.6,75.0,30.1,0,2016
Jeff Teague,27.0,ATL,2255.0,17.9,0.551,5.9,1.3,1.9,15.7,5.9,2.7,0.3,1.2,79.0,28.5,0,2016
Jeff Green,29.0,2TM,2253.0,13.0,0.51,3.1,-1.8,0.1,11.7,1.7,4.2,0.5,0.7,80.0,28.2,0,2016
DeMarcus Cousins,25.0,SAC,2246.0,23.6,0.538,5.7,3.3,3.0,26.9,3.3,11.5,1.4,1.6,65.0,34.6,0,2016
Ish Smith,27.0,2TM,2239.0,14.9,0.465,1.3,-1.6,0.2,12.6,6.5,4.0,0.3,1.1,77.0,29.1,0,2016
Justise Winslow,19.0,MIA,2232.0,8.4,0.489,2.5,-2.6,-0.3,6.4,1.5,5.2,0.3,0.9,78.0,28.6,0,2016
Gorgui Dieng,26.0,MIN,2220.0,17.1,0.601,5.9,0.8,1.5,10.1,1.7,7.1,1.2,1.1,82.0,27.1,0,2016
Robin Lopez,27.0,NYK,2219.0,17.6,0.574,5.8,-0.2,1.0,10.3,1.4,7.3,1.6,0.2,82.0,27.1,0,2016
Darren Collison,28.0,SAC,2219.0,15.9,0.591,5.2,0.1,1.2,14.0,4.3,2.3,0.1,1.0,74.0,30.0,0,2016
Raymond Felton,31.0,DAL,2192.0,11.9,0.502,2.7,-1.6,0.2,9.5,3.6,3.2,0.2,0.9,80.0,27.4,0,2016
Matt Barnes,35.0,MEM,2190.0,11.7,0.503,2.6,-0.9,0.6,10.0,2.1,5.5,0.8,1.0,76.0,28.8,0,2016
Anthony Davis,22.0,NOP,2164.0,25.0,0.559,7.2,3.9,3.2,24.3,1.9,10.3,2.0,1.3,61.0,35.5,0,2016
Hollis Thompson,24.0,PHI,2154.0,9.2,0.525,1.2,-3.4,-0.7,9.8,1.3,3.5,0.3,0.5,77.0,28.0,0,2016
Dion Waiters,24.0,OKC,2152.0,9.4,0.492,2.1,-2.8,-0.4,9.8,2.0,2.6,0.2,1.0,78.0,27.6,0,2016
Elfrid Payton,21.0,ORL,2145.0,13.9,0.478,2.2,-1.2,0.4,10.7,6.4,3.6,0.3,1.2,73.0,29.4,0,2016
Jamal Crawford,35.0,LAC,2126.0,14.0,0.529,3.3,-1.4,0.3,14.2,2.3,1.8,0.2,0.7,79.0,26.9,0,2016
Hassan Whiteside,26.0,MIA,2125.0,25.6,0.629,10.3,4.1,3.3,14.2,0.4,11.8,3.7,0.6,73.0,29.1,0,2016
Bojan Bogdanović,26.0,BRK,2115.0,10.7,0.55,0.9,-3.5,-0.8,11.2,1.3,3.2,0.1,0.4,79.0,26.8,0,2016
Devin Booker,19.0,PHO,2108.0,11.9,0.535,1.9,-2.8,-0.5,13.8,2.6,2.5,0.3,0.6,76.0,27.7,0,2016
Deron Williams,31.0,DAL,2106.0,14.6,0.53,3.7,-0.3,0.9,14.1,5.8,2.9,0.2,0.9,65.0,32.4,0,2016
Allen Crabbe,23.0,POR,2105.0,12.2,0.572,4.3,-1.0,0.5,10.3,1.2,2.7,0.2,0.8,81.0,26.0,0,2016
Jared Dudley,30.0,WAS,2098.0,11.7,0.602,4.6,-0.1,1.0,7.9,2.1,3.5,0.2,0.9,81.0,25.9,0,2016
JJ Redick,31.0,LAC,2097.0,17.5,0.632,6.7,2.2,2.2,16.3,1.4,1.9,0.1,0.6,75.0,28.0,0,2016
Derrick Rose,27.0,CHI,2097.0,13.4,0.479,0.4,-2.5,-0.3,16.4,4.7,3.4,0.2,0.7,66.0,31.8,0,2016
Mason Plumlee,25.0,POR,2084.0,17.2,0.564,6.1,1.5,1.9,9.1,2.8,7.7,1.0,0.8,82.0,25.4,0,2016
Kent Bazemore,26.0,ATL,2083.0,13.4,0.551,4.1,0.3,1.2,11.6,2.3,5.1,0.5,1.3,75.0,27.8,0,2016
Emmanuel Mudiay,19.0,DEN,2068.0,9.9,0.437,-2.1,-4.2,-1.2,12.8,5.5,3.4,0.5,1.0,68.0,30.4,0,2016
Jerami Grant,21.0,PHI,2066.0,12.6,0.506,2.1,-1.7,0.1,9.7,1.8,4.7,1.6,0.7,77.0,26.8,0,2016
Danny Green,28.0,SAS,2062.0,10.5,0.492,4.2,1.1,1.6,7.2,1.8,3.8,0.8,1.0,79.0,26.1,0,2016
Jeremy Lin,27.0,CHO,2048.0,13.8,0.534,3.5,-0.9,0.5,11.7,3.0,3.2,0.5,0.7,78.0,26.3,0,2016
Kristaps Porziņģis,20.0,NYK,2047.0,17.7,0.518,4.4,0.9,1.5,14.3,1.3,7.3,1.9,0.7,72.0,28.4,0,2016
Cory Joseph,24.0,TOR,2046.0,12.4,0.512,3.5,-1.2,0.4,8.5,3.1,2.6,0.3,0.8,80.0,25.6,0,2016
Harrison Barnes,23.0,GSW,2042.0,12.3,0.559,4.9,-1.3,0.3,11.7,1.8,4.9,0.2,0.6,66.0,30.9,0,2016
Patrick Beverley,27.0,HOU,2041.0,13.0,0.553,4.4,0.2,1.1,9.9,3.4,3.5,0.4,1.3,71.0,28.7,0,2016
Nikola Vučević,25.0,ORL,2037.0,21.1,0.531,5.2,1.9,2.0,18.2,2.8,8.9,1.1,0.8,65.0,31.3,0,2016
Langston Galloway,24.0,NYK,2033.0,11.7,0.49,3.3,-1.0,0.5,7.6,2.5,3.5,0.3,0.9,82.0,24.8,0,2016
José Calderón,34.0,NYK,2024.0,12.3,0.571,4.0,-0.6,0.7,7.6,4.1,3.2,0.1,0.9,72.0,28.1,0,2016
Patrick Patterson,26.0,TOR,2020.0,10.6,0.534,3.6,-0.1,1.0,6.9,1.2,4.3,0.4,0.7,79.0,25.6,0,2016
Zach Randolph,34.0,MEM,2016.0,18.3,0.519,4.3,-0.3,0.9,15.3,2.1,7.8,0.2,0.6,68.0,29.6,0,2016
Steven Adams,22.0,OKC,2014.0,15.5,0.621,6.5,0.2,1.1,8.0,0.8,6.7,1.1,0.5,80.0,25.2,0,2016
Ryan Anderson,27.0,NOP,2008.0,17.2,0.546,3.9,-0.2,0.9,17.0,1.1,6.0,0.4,0.6,66.0,30.4,0,2016
Zaza Pachulia,31.0,DAL,2004.0,16.2,0.55,6.0,-0.2,0.9,8.6,1.7,9.4,0.3,0.8,76.0,26.4,0,2016
Derrick Favors,24.0,UTA,1983.0,21.6,0.551,7.1,3.3,2.6,16.4,1.5,8.1,1.5,1.2,62.0,32.0,0,2016
Tony Parker,33.0,SAS,1980.0,16.2,0.546,5.8,0.4,1.2,11.9,5.3,2.4,0.2,0.8,72.0,27.5,0,2016
Dante Cunningham,28.0,NOP,1971.0,8.6,0.54,2.1,-2.8,-0.4,6.1,1.0,3.0,0.4,0.5,80.0,24.6,0,2016
Isaiah Canaan,24.0,PHI,1966.0,11.1,0.528,1.4,-2.4,-0.2,11.0,1.8,2.3,0.2,0.7,77.0,25.5,0,2016
Nerlens Noel,21.0,PHI,1965.0,16.2,0.544,3.0,-0.2,0.9,11.1,1.8,8.1,1.5,1.8,67.0,29.3,0,2016
Garrett Temple,29.0,WAS,1951.0,9.3,0.52,2.7,-2.1,0.0,7.3,1.8,2.7,0.2,0.9,80.0,24.4,0,2016
Taj Gibson,30.0,CHI,1936.0,15.7,0.556,5.4,0.0,1.0,8.6,1.5,6.9,1.1,0.6,73.0,26.5,0,2016
Rudy Gobert,23.0,UTA,1932.0,17.5,0.582,6.4,2.2,2.0,9.1,1.5,11.0,2.2,0.7,61.0,31.7,0,2016
Jared Sullinger,23.0,BOS,1915.0,16.7,0.476,4.8,0.6,1.3,10.3,2.3,8.3,0.6,0.9,81.0,23.6,0,2016
Lou Williams,29.0,LAL,1907.0,17.7,0.584,4.7,1.3,1.6,15.3,2.5,2.5,0.3,0.9,67.0,28.5,0,2016
Robert Covington,25.0,PHI,1903.0,13.2,0.543,2.0,-0.9,0.5,12.8,1.4,6.3,0.6,1.6,67.0,28.4,0,2016
Ersan İlyasova,28.0,2TM,1881.0,14.2,0.526,4.4,-0.2,0.9,10.4,0.9,5.4,0.4,0.7,74.0,25.4,0,2016
Omri Casspi,27.0,SAC,1880.0,13.9,0.587,3.6,0.1,1.0,11.8,1.4,5.9,0.2,0.8,69.0,27.2,0,2016
Roy Hibbert,29.0,LAL,1878.0,11.2,0.507,2.2,-3.2,-0.6,5.9,1.2,4.9,1.4,0.4,81.0,23.2,0,2016
Brandon Knight,24.0,PHO,1870.0,14.7,0.522,1.7,-0.6,0.6,19.6,5.1,3.9,0.4,1.2,52.0,36.0,0,2016
Matthew Dellavedova,25.0,CLE,1867.0,11.3,0.527,3.8,-1.2,0.4,7.5,4.4,2.1,0.1,0.6,76.0,24.6,0,2016
Aaron Gordon,20.0,ORL,1863.0,17.0,0.541,5.4,1.0,1.4,9.2,1.6,6.5,0.7,0.8,78.0,23.9,0,2016
Kobe Bryant,37.0,LAL,1863.0,14.9,0.469,-0.4,-1.6,0.2,17.6,2.8,3.7,0.2,0.9,66.0,28.2,0,2016
Doug McDermott,24.0,CHI,1861.0,10.9,0.561,2.8,-2.9,-0.4,9.4,0.7,2.4,0.1,0.2,81.0,23.0,0,2016
Danilo Gallinari,27.0,DEN,1839.0,19.0,0.582,6.3,2.7,2.2,19.5,2.5,5.3,0.4,0.8,53.0,34.7,0,2016
Jrue Holiday,25.0,NOP,1831.0,19.7,0.529,3.4,2.1,1.9,16.8,6.0,3.0,0.3,1.4,65.0,28.2,0,2016
