name,age,team,minutes_played,PER,TS,WS,BPM,VORP,PPG,AST,TRB,BLK,STL,G,MP,mvp_label,year
Rasho Nesterović,26.0,MIN,2337.0,14.7,0.536,5.2,-0.1,1.1,11.2,1.5,6.5,1.5,0.5,77.0,30.4,0,2003
Keith Van Horn,27.0,PHI,2337.0,17.3,0.556,6.5,0.3,1.4,15.9,1.3,7.1,0.4,0.9,74.0,31.6,0,2003
Chauncey Billups,26.0,DET,2327.0,20.4,0.582,9.9,4.6,3.8,16.2,3.9,3.7,0.2,0.9,74.0,31.4,0,2003
Malik Allen,24.0,MIA,2318.0,9.9,0.455,0.9,-4.4,-1.4,9.6,0.7,5.3,1.0,0.5,80.0,29.0,0,2003
Metta World Peace,23.0,IND,2317.0,17.6,0.529,7.2,3.2,3.1,15.5,2.9,5.2,0.7,2.3,69.0,33.6,0,2003
Michael Redd,23.0,MIL,2316.0,21.0,0.59,8.0,3.9,3.4,15.1,1.4,4.5,0.2,1.2,82.0,28.2,0,2003
Dale Davis,33.0,POR,2282.0,14.5,0.566,6.9,0.6,1.5,7.4,1.2,7.2,0.9,0.7,78.0,29.3,0,2003
John Stockton,40.0,UTA,2275.0,21.0,0.577,9.0,5.0,4.0,10.8,7.7,2.5,0.2,1.7,82.0,27.7,0,2003
Brad Miller,26.0,IND,2270.0,19.3,0.579,9.6,3.0,2.9,13.1,2.6,8.3,0.6,0.9,73.0,31.1,0,2003
Nenê,20.0,DEN,2258.0,15.4,0.545,5.0,0.8,1.6,10.5,1.9,6.1,0.8,1.6,80.0,28.2,0,2003
Joe Johnson,21.0,PHO,2255.0,11.6,0.472,2.8,-1.4,0.4,9.8,2.6,3.2,0.2,0.8,82.0,27.5,0,2003
Stephen Jackson,24.0,SAS,2254.0,14.5,0.526,4.8,0.9,1.7,11.8,2.3,3.6,0.4,1.6,80.0,28.2,0,2003
Anthony Peeler,33.0,MIN,2245.0,11.0,0.499,3.4,-0.6,0.7,7.7,3.0,2.9,0.2,0.9,82.0,27.4,0,2003
Howard Eisley,30.0,NYK,2243.0,14.1,0.552,4.5,0.4,1.3,9.1,5.4,2.3,0.1,0.9,82.0,27.4,0,2003
Jamaal Tinsley,24.0,IND,2237.0,13.4,0.468,3.7,0.0,1.1,7.8,7.5,3.6,0.2,1.7,73.0,30.6,0,2003
Christian Laettner,33.0,WAS,2215.0,16.1,0.545,6.6,2.0,2.2,8.3,3.1,6.6,0.5,1.1,76.0,29.1,0,2003
Andrei Kirilenko,21.0,UTA,2213.0,21.1,0.598,9.2,5.8,4.4,12.0,1.7,5.3,2.2,1.5,80.0,27.7,0,2003
Jumaine Jones,23.0,CLE,2204.0,12.3,0.525,2.9,-1.5,0.3,9.8,1.4,5.1,0.3,0.8,80.0,27.6,0,2003
Mike Miller,22.0,2TM,2186.0,14.7,0.537,4.0,-0.2,1.0,15.6,2.6,5.2,0.3,0.6,65.0,33.6,0,2003
Rick Fox,33.0,LAL,2181.0,11.9,0.523,3.6,-1.0,0.6,9.0,3.3,4.3,0.2,0.9,76.0,28.7,0,2003
Gordan Giriček,25.0,2TM,2148.0,12.1,0.529,1.6,-2.9,-0.5,12.3,1.8,3.1,0.1,0.7,76.0,28.3,0,2003
Larry Hughes,24.0,WAS,2137.0,15.5,0.521,3.7,0.2,1.2,12.8,3.1,4.6,0.4,1.3,67.0,31.9,0,2003
Anthony Mason,36.0,MIL,2119.0,11.3,0.524,3.1,-1.4,0.3,7.2,3.2,6.4,0.2,0.5,65.0,32.6,0,2003
Reggie Miller,37.0,IND,2117.0,15.9,0.597,7.4,2.3,2.3,12.6,2.4,2.5,0.1,0.9,70.0,30.2,0,2003
Kendall Gill,34.0,MIN,2068.0,10.6,0.477,1.9,-2.8,-0.4,8.7,1.9,3.0,0.2,1.0,82.0,25.2,0,2003
Corliss Williamson,29.0,DET,2061.0,15.7,0.515,4.9,-1.8,0.1,12.0,1.3,4.4,0.3,0.5,82.0,25.1,0,2003
Carlos Boozer,21.0,CLE,2049.0,17.9,0.577,5.9,0.0,1.0,10.0,1.3,7.5,0.6,0.7,81.0,25.3,0,2003
Nick Van Exel,31.0,DAL,2026.0,15.6,0.51,4.0,0.2,1.1,12.5,4.3,2.8,0.1,0.6,73.0,27.8,0,2003
Clarence Weatherspoon,32.0,NYK,2024.0,14.5,0.522,5.5,0.0,1.0,6.6,0.9,7.6,0.5,0.9,79.0,25.6,0,2003
Darius Miles,21.0,CLE,2008.0,9.7,0.435,-1.3,-3.7,-0.9,9.2,2.6,5.4,1.0,1.0,67.0,30.0,0,2003
Corey Maggette,23.0,LAC,2006.0,17.4,0.564,5.0,0.4,1.2,16.8,1.9,5.0,0.3,0.9,64.0,31.3,0,2003
Junior Harrington,22.0,DEN,2003.0,6.4,0.405,-0.4,-5.1,-1.6,5.1,3.4,3.0,0.2,1.0,82.0,24.4,0,2003
Trenton Hassell,23.0,CHI,1999.0,6.0,0.411,-0.1,-3.4,-0.7,4.2,1.8,3.1,0.7,0.5,82.0,24.4,0,2003
Jamal Crawford,22.0,CHI,1992.0,15.4,0.496,2.8,0.4,1.2,10.7,4.2,2.3,0.3,1.0,80.0,24.9,0,2003
Tyronn Lue,25.0,WAS,1986.0,12.9,0.523,3.7,-1.5,0.3,8.6,3.5,2.0,0.0,0.6,75.0,26.5,0,2003
Predrag Drobnjak,27.0,SEA,1984.0,12.5,0.459,2.4,-2.5,-0.2,9.4,1.0,3.9,0.5,0.6,82.0,24.2,0,2003
Lorenzen Wright,27.0,MEM,1982.0,14.4,0.489,2.5,-3.0,-0.5,11.4,1.1,7.5,0.8,0.7,70.0,28.3,0,2003
Erick Dampier,27.0,GSW,1978.0,15.8,0.543,4.1,-1.0,0.5,8.2,0.7,6.6,1.9,0.3,82.0,24.1,0,2003
Kenny Thomas,25.0,2TM,1978.0,14.9,0.517,4.6,-0.7,0.6,10.1,1.7,8.0,0.4,0.9,66.0,30.0,0,2003
Milt Palacio,24.0,CLE,1976.0,8.2,0.466,0.2,-4.4,-1.2,5.0,3.2,2.9,0.2,0.9,80.0,24.7,0,2003
Lucious Harris,32.0,NJN,1973.0,13.5,0.494,4.7,-0.1,1.0,10.3,2.0,3.0,0.1,0.7,77.0,25.6,0,2003
Jay Williams,21.0,CHI,1961.0,12.2,0.472,0.8,-2.0,0.0,9.5,4.7,2.6,0.2,1.1,75.0,26.1,0,2003
Kerry Kittles,28.0,NJN,1951.0,18.3,0.55,7.7,4.7,3.3,13.0,2.6,3.9,0.5,1.6,65.0,30.0,0,2003
Walter McCarty,28.0,BOS,1949.0,10.8,0.54,4.1,-0.5,0.8,6.1,1.3,3.5,0.3,1.0,82.0,23.8,0,2003
Wesley Person,31.0,MEM,1941.0,13.5,0.565,3.3,-0.6,0.7,11.0,1.7,2.9,0.3,0.6,66.0,29.4,0,2003
Malik Rose,28.0,SAS,1933.0,16.1,0.538,5.2,-0.6,0.7,10.4,1.6,6.4,0.5,0.7,79.0,24.5,0,2003
Ira Newble,28.0,ATL,1931.0,11.7,0.557,3.3,-1.2,0.4,7.7,1.4,3.7,0.4,0.7,73.0,26.5,0,2003
Brendan Haywood,23.0,WAS,1930.0,13.5,0.561,5.0,-1.8,0.1,6.2,0.4,5.0,1.5,0.4,81.0,23.8,0,2003
Voshon Lenard,29.0,TOR,1929.0,14.4,0.502,2.4,-1.0,0.5,14.3,2.3,3.4,0.3,0.9,63.0,30.6,0,2003
Greg Ostertag,29.0,UTA,1926.0,11.5,0.531,3.4,-1.5,0.2,5.4,0.7,6.2,1.8,0.2,81.0,23.8,0,2003
Scottie Pippen,37.0,POR,1911.0,15.3,0.52,3.8,1.6,1.7,10.8,4.5,4.3,0.4,1.6,64.0,29.9,0,2003
Vladimir Radmanović,22.0,SEA,1910.0,13.0,0.508,2.7,-0.3,0.8,10.1,1.3,4.5,0.3,0.9,72.0,26.5,0,2003
Jason Collins,24.0,NJN,1900.0,9.9,0.521,4.7,-2.0,0.0,5.7,1.1,4.5,0.5,0.6,81.0,23.5,0,2003
Kevin Ollie,30.0,2TM,1897.0,13.7,0.514,3.8,-0.6,0.7,6.5,3.5,2.2,0.1,0.8,82.0,23.1,0,2003
Antonio Davis,34.0,TOR,1894.0,14.5,0.483,2.2,-1.9,0.1,13.9,2.5,8.2,1.2,0.4,53.0,35.7,0,2003
Eddie Griffin,20.0,HOU,1890.0,15.4,0.462,3.9,0.9,1.4,8.6,1.1,6.0,1.4,0.7,77.0,24.5,0,2003
Dion Glover,24.0,ATL,1890.0,13.5,0.512,2.6,-1.5,0.2,9.7,1.9,3.7,0.2,0.9,76.0,24.9,0,2003
Baron Davis,23.0,NOH,1889.0,16.9,0.5,4.5,3.2,2.5,17.1,6.4,3.7,0.4,1.8,50.0,37.8,0,2003
Shammond Williams,27.0,2TM,1881.0,12.4,0.503,3.1,-1.3,0.3,8.0,3.4,2.2,0.1,1.0,78.0,24.1,0,2003
Tony Delk,29.0,BOS,1873.0,13.7,0.547,4.6,1.1,1.4,9.8,2.2,3.5,0.1,1.1,67.0,28.0,0,2003
Drew Gooden,21.0,2TM,1873.0,15.0,0.503,1.7,-3.0,-0.4,12.5,1.2,6.5,0.5,0.8,70.0,26.8,0,2003
Othella Harrington,29.0,NYK,1850.0,12.3,0.563,3.8,-2.8,-0.4,7.7,0.8,6.4,0.3,0.2,74.0,25.0,0,2003
Wally Szczerbiak,25.0,MIN,1836.0,17.3,0.567,5.2,0.9,1.3,17.6,2.6,4.6,0.4,0.8,52.0,35.3,0,2003
Mike Bibby,24.0,SAC,1835.0,17.6,0.559,5.6,1.8,1.8,15.9,5.2,2.7,0.1,1.3,55.0,33.4,0,2003
Tyson Chandler,20.0,CHI,1827.0,15.8,0.565,3.9,-0.9,0.5,9.2,1.0,6.9,1.4,0.5,75.0,24.4,0,2003
Travis Best,30.0,MIA,1807.0,11.2,0.473,1.8,-2.4,-0.2,8.4,3.5,2.0,0.1,0.6,72.0,25.1,0,2003
Bo Outlaw,31.0,PHO,1800.0,12.2,0.574,4.4,0.6,1.2,4.7,1.4,4.6,0.9,0.6,80.0,22.5,0,2003
Eddie Jones,31.0,MIA,1789.0,18.9,0.551,6.0,5.0,3.1,18.5,3.7,4.8,0.7,1.4,47.0,38.1,0,2003
Adonal Foyle,27.0,GSW,1787.0,15.3,0.563,4.0,0.9,1.3,5.4,0.5,6.0,2.5,0.5,82.0,21.8,0,2003
Keon Clark,27.0,SAC,1780.0,13.9,0.528,4.7,-0.2,0.8,6.7,1.0,5.6,1.9,0.5,80.0,22.3,0,2003
Anfernee Hardaway,31.0,PHO,1777.0,13.0,0.499,2.3,0.0,0.9,10.6,4.1,4.4,0.4,1.1,58.0,30.6,0,2003
Kwame Brown,20.0,WAS,1773.0,13.6,0.496,2.5,-2.2,-0.1,7.4,0.7,5.3,1.0,0.6,80.0,22.2,0,2003
Derrick Coleman,35.0,PHI,1742.0,15.4,0.525,4.5,0.3,1.0,9.4,1.4,7.0,1.1,0.8,64.0,27.2,0,2003
Shandon Anderson,29.0,NYK,1731.0,13.4,0.553,2.7,-0.3,0.7,8.4,1.1,3.1,0.2,0.9,82.0,21.1,0,2003
Shawn Bradley,30.0,DAL,1731.0,18.3,0.601,7.4,2.6,2.0,6.7,0.7,5.9,2.1,0.8,81.0,21.4,0,2003
Mike James,27.0,MIA,1722.0,11.8,0.469,1.8,-1.6,0.2,7.8,3.2,1.9,0.1,0.8,78.0,22.1,0,2003
Toni Kukoč,34.0,MIL,1704.0,18.0,0.551,4.0,2.8,2.1,11.6,3.7,4.2,0.5,1.3,63.0,27.0,0,2003
Jacque Vaughn,27.0,ORL,1686.0,10.5,0.508,2.0,-3.3,-0.6,5.9,2.9,1.5,0.0,0.8,80.0,21.1,0,2003
Tony Battie,26.0,BOS,1683.0,15.2,0.578,5.8,-0.3,0.7,7.3,0.7,6.5,1.2,0.5,67.0,25.1,0,2003
Lamar Odom,23.0,LAC,1679.0,14.6,0.519,2.2,-0.3,0.7,14.6,3.6,6.7,0.8,0.9,49.0,34.3,0,2003
David Robinson,37.0,SAS,1676.0,17.8,0.531,6.0,2.1,1.8,8.5,1.0,7.9,1.7,0.8,64.0,26.2,0,2003
Bobby Jackson,29.0,SAC,1676.0,18.4,0.561,5.5,2.9,2.1,15.2,3.1,3.7,0.1,1.2,59.0,28.4,0,2003
Ron Mercer,26.0,IND,1671.0,9.3,0.439,1.3,-3.6,-0.6,7.7,1.6,2.1,0.2,0.7,72.0,23.2,0,2003
Ruben Patterson,27.0,POR,1655.0,14.5,0.53,3.2,-0.6,0.6,8.3,1.3,3.4,0.4,0.9,78.0,21.2,0,2003
Shawn Kemp,33.0,ORL,1633.0,11.7,0.468,2.0,-4.2,-0.9,6.8,0.7,5.7,0.4,0.8,79.0,20.7,0,2003
Donnell Harvey,22.0,DEN,1613.0,12.5,0.486,2.0,-2.4,-0.1,7.9,1.3,5.3,0.4,0.6,77.0,20.9,0,2003
Devean George,25.0,LAL,1613.0,11.4,0.485,2.7,-1.5,0.2,6.9,1.3,4.0,0.5,0.8,71.0,22.7,0,2003
Raef LaFrentz,26.0,DAL,1611.0,16.5,0.578,5.8,0.6,1.1,9.3,0.8,4.8,1.3,0.5,69.0,23.3,0,2003
Aaron Williams,31.0,NJN,1597.0,11.9,0.504,3.7,-1.6,0.2,6.2,1.1,4.1,0.7,0.3,81.0,19.7,0,2003
Vladimir Stepania,26.0,MIA,1594.0,13.6,0.454,2.9,-2.3,-0.1,5.6,0.3,7.0,0.5,0.6,79.0,20.2,0,2003
Eddy Curry,20.0,CHI,1571.0,17.5,0.607,3.5,-1.9,0.0,10.5,0.5,4.4,0.8,0.2,81.0,19.4,0,2003
Rodney White,22.0,DEN,1563.0,9.8,0.469,-0.4,-3.7,-0.7,9.0,1.7,3.0,0.4,0.6,72.0,21.7,0,2003
Joe Johnson,22.0,PHO,3331.0,13.9,0.491,3.3,-1.3,0.6,16.7,4.4,4.7,0.3,1.1,82.0,40.6,0,2004
Peja Stojaković,26.0,SAC,3264.0,21.8,0.624,13.5,3.9,4.9,24.2,2.1,6.3,0.2,1.3,81.0,40.3,0,2004
Stephon Marbury,26.0,2TM,3254.0,20.4,0.519,9.1,3.2,4.3,20.2,8.9,3.2,0.1,1.6,81.0,40.2,0,2004
Kevin Garnett,27.0,MIN,3231.0,29.4,0.547,18.3,10.2,10.0,24.2,5.0,13.9,2.2,1.5,82.0,39.4,1,2004
Cuttino Mobley,28.0,HOU,3229.0,14.1,0.535,7.6,1.4,2.8,15.8,3.2,4.5,0.4,1.3,80.0,40.4,0,2004
Shawn Marion,25.0,PHO,3217.0,19.9,0.513,9.1,3.6,4.6,19.0,2.7,9.3,1.3,2.1,79.0,40.7,0,2004
Steve Francis,26.0,HOU,3194.0,15.8,0.501,7.1,1.4,2.7,16.6,6.2,5.5,0.4,1.8,79.0,40.4,0,2004
Richard Jefferson,23.0,NJN,3133.0,18.1,0.573,11.0,2.3,3.4,18.5,3.8,5.7,0.3,1.1,82.0,38.2,0,2004
LeBron James,19.0,CLE,3122.0,18.3,0.488,5.1,1.7,2.9,20.9,5.9,5.5,0.7,1.6,79.0,39.5,0,2004
Jim Jackson,33.0,HOU,3119.0,12.2,0.54,6.6,0.6,2.1,12.9,2.8,6.1,0.3,1.1,80.0,39.0,0,2004
Damon Stoudamire,30.0,POR,3118.0,14.8,0.508,5.9,0.2,1.7,13.4,6.1,3.8,0.1,1.2,82.0,38.0,0,2004
Latrell Sprewell,33.0,MIN,3100.0,14.7,0.493,5.7,-0.3,1.3,16.8,3.5,3.8,0.3,1.1,82.0,37.8,0,2004
Paul Pierce,26.0,BOS,3099.0,19.4,0.517,7.1,2.0,3.2,23.0,5.1,6.5,0.7,1.6,80.0,38.7,0,2004
Zach Randolph,22.0,POR,3067.0,19.6,0.528,7.1,-0.5,1.2,20.1,2.0,10.5,0.5,0.8,81.0,37.9,0,2004
Ben Wallace,29.0,DET,3050.0,17.3,0.441,10.2,3.5,4.3,9.5,1.7,12.4,3.0,1.8,81.0,37.7,0,2004
Michael Redd,24.0,MIL,3021.0,19.9,0.544,9.7,2.5,3.5,21.7,2.3,5.0,0.1,1.0,82.0,36.8,0,2004
Jason Terry,26.0,ATL,3018.0,16.2,0.519,5.1,0.3,1.7,16.8,5.4,4.1,0.2,1.5,81.0,37.3,0,2004
Lamar Odom,24.0,MIA,3003.0,18.5,0.516,8.4,2.9,3.8,17.1,4.1,9.7,0.9,1.1,80.0,37.5,0,2004
Eddie Jones,32.0,MIA,2998.0,16.7,0.538,9.1,2.5,3.4,17.3,3.2,3.8,0.4,1.1,81.0,37.0,0,2004
Carmelo Anthony,19.0,DEN,2995.0,17.6,0.509,6.1,0.1,1.6,21.0,2.8,6.1,0.5,1.2,82.0,36.5,0,2004
Donyell Marshall,30.0,2TM,2988.0,18.9,0.548,10.4,2.7,3.6,14.7,1.5,9.9,1.5,1.1,82.0,36.4,0,2004
Mike Bibby,25.0,SAC,2980.0,19.3,0.564,9.3,2.4,3.3,18.4,5.4,3.4,0.2,1.4,82.0,36.3,0,2004
Eric Snow,30.0,PHI,2966.0,13.5,0.494,5.5,-1.3,0.5,10.3,6.9,3.4,0.1,1.2,82.0,36.2,0,2004
Stephen Jackson,25.0,ATL,2940.0,16.1,0.521,4.4,0.1,1.5,18.1,3.1,4.6,0.3,1.8,80.0,36.8,0,2004
Jason Richardson,23.0,GSW,2936.0,16.8,0.504,5.2,0.5,1.9,18.7,2.9,6.7,0.5,1.1,78.0,37.6,0,2004
Rashard Lewis,24.0,SEA,2931.0,17.5,0.527,6.5,1.0,2.2,17.8,2.2,6.5,0.7,1.2,80.0,36.6,0,2004
Dirk Nowitzki,25.0,DAL,2915.0,22.5,0.561,11.5,3.8,4.3,21.8,2.7,8.7,1.4,1.2,77.0,37.9,0,2004
Andrei Kirilenko,22.0,UTA,2895.0,22.6,0.559,11.6,7.9,7.2,16.5,3.1,8.1,2.8,1.9,78.0,37.1,0,2004
Juwan Howard,30.0,ORL,2877.0,15.6,0.513,3.6,-2.9,-0.6,17.0,2.0,7.0,0.3,0.7,81.0,35.5,0,2004
Clifford Robinson,37.0,GSW,2846.0,10.8,0.473,2.0,-1.1,0.6,11.8,3.3,3.9,0.9,0.8,82.0,34.7,0,2004
Kerry Kittles,29.0,NJN,2842.0,14.7,0.526,7.6,1.6,2.6,13.1,2.5,4.0,0.5,1.5,82.0,34.7,0,2004
Antoine Walker,27.0,DAL,2840.0,15.8,0.475,3.9,0.5,1.8,14.0,4.5,8.3,0.8,0.8,82.0,34.6,0,2004
Andre Miller,27.0,DEN,2838.0,18.8,0.541,8.8,2.5,3.3,14.8,6.1,4.5,0.3,1.7,82.0,34.6,0,2004
Sam Cassell,34.0,MIN,2838.0,22.8,0.566,12.1,4.4,4.6,19.8,7.3,3.3,0.2,1.3,81.0,35.0,0,2004
Gary Payton,35.0,LAL,2825.0,17.3,0.528,8.1,2.0,2.9,14.6,5.5,4.2,0.2,1.2,82.0,34.5,0,2004
Jamal Crawford,23.0,CHI,2811.0,15.9,0.486,4.1,1.4,2.4,17.3,5.1,3.5,0.4,1.4,80.0,35.1,0,2004
Jermaine O'Neal,25.0,IND,2788.0,21.1,0.489,9.0,2.4,3.1,20.1,2.1,10.0,2.6,0.8,78.0,35.7,0,2004
Vince Carter,27.0,TOR,2785.0,20.0,0.501,6.0,3.6,3.9,22.5,4.8,4.8,0.9,1.2,73.0,38.2,0,2004
Doug Christie,33.0,SAC,2780.0,14.0,0.544,5.7,0.8,2.0,10.1,4.2,4.0,0.5,1.8,82.0,33.9,0,2004
Michael Finley,30.0,DAL,2778.0,17.8,0.539,7.6,1.8,2.7,18.6,2.9,4.5,0.5,1.2,72.0,38.6,0,2004
Jamaal Magloire,25.0,NOH,2777.0,16.5,0.551,7.6,-1.6,0.3,13.6,1.0,10.3,1.2,0.5,82.0,33.9,0,2004
Richard Hamilton,25.0,DET,2772.0,16.8,0.522,8.1,1.2,2.3,17.6,4.0,3.6,0.2,1.3,78.0,35.5,0,2004
Chauncey Billups,27.0,DET,2758.0,18.6,0.55,11.3,3.6,3.9,16.9,5.7,3.5,0.1,1.1,78.0,35.4,0,2004
P.J. Brown,34.0,NOH,2753.0,15.7,0.527,8.1,0.7,1.9,10.5,1.9,8.6,0.9,1.0,80.0,34.4,0,2004
Metta World Peace,24.0,IND,2714.0,18.2,0.511,8.0,3.5,3.8,18.3,3.7,5.3,0.7,2.1,73.0,37.2,0,2004
Kirk Hinrich,23.0,CHI,2706.0,13.1,0.51,4.1,-0.8,0.8,12.0,6.8,3.4,0.3,1.3,76.0,35.6,0,2004
Tayshaun Prince,23.0,DET,2701.0,13.3,0.536,7.5,1.8,2.6,10.3,2.3,4.8,0.8,0.8,82.0,32.9,0,2004
Kenny Thomas,26.0,PHI,2699.0,15.9,0.527,6.6,-0.7,0.9,13.6,1.5,10.1,0.4,1.1,74.0,36.5,0,2004
Yao Ming,23.0,HOU,2692.0,21.9,0.586,11.4,2.8,3.2,17.5,1.5,9.0,1.9,0.3,82.0,32.8,0,2004
Baron Davis,24.0,NOH,2686.0,20.7,0.492,7.5,5.2,4.8,22.9,7.5,4.3,0.4,2.4,67.0,40.1,0,2004
Shareef Abdur-Rahim,27.0,2TM,2684.0,19.9,0.557,8.1,1.6,2.4,16.3,2.0,7.5,0.4,0.8,85.0,31.6,0,2004
Tracy McGrady,24.0,ORL,2675.0,25.3,0.526,8.4,6.4,5.7,28.0,5.5,6.0,0.6,1.4,67.0,39.9,0,2004
Elton Brand,24.0,LAC,2670.0,23.2,0.567,9.7,4.0,4.0,20.0,3.3,10.3,2.2,0.9,69.0,38.7,0,2004
Theo Ratliff,30.0,2TM,2664.0,14.4,0.521,5.2,0.3,1.5,7.9,0.8,7.2,3.6,0.6,85.0,31.3,0,2004
Corey Maggette,24.0,LAC,2628.0,20.1,0.586,8.6,2.1,2.7,20.7,3.1,5.9,0.2,0.9,73.0,36.0,0,2004
Bruce Bowen,32.0,SAS,2624.0,8.2,0.512,5.4,-0.5,1.0,6.9,1.4,3.1,0.4,1.0,82.0,32.0,0,2004
Brad Miller,27.0,SAC,2621.0,19.4,0.579,10.0,3.1,3.4,14.1,4.3,10.3,1.2,0.9,72.0,36.4,0,2004
Steve Nash,29.0,DAL,2612.0,20.5,0.59,8.8,2.5,3.0,14.5,8.8,3.0,0.1,0.9,78.0,33.5,0,2004
Carlos Boozer,22.0,CLE,2592.0,20.8,0.567,9.4,2.1,2.7,15.5,2.0,11.4,0.7,1.0,75.0,34.6,0,2004
Rafer Alston,27.0,MIA,2581.0,13.7,0.509,5.9,0.9,1.9,10.2,4.5,2.8,0.2,1.4,82.0,31.5,0,2004
Tony Parker,21.0,SAS,2577.0,15.7,0.516,7.5,0.8,1.8,14.7,5.5,3.2,0.1,0.8,75.0,34.4,0,2004
Antonio Davis,35.0,2TM,2570.0,11.8,0.465,3.8,-2.4,-0.3,8.9,1.7,8.4,0.8,0.5,80.0,32.1,0,2004
Kurt Thomas,31.0,NYK,2548.0,14.1,0.503,5.0,-0.8,0.8,11.1,1.9,8.3,1.0,0.7,80.0,31.9,0,2004
Zydrunas Ilgauskas,28.0,CLE,2539.0,20.2,0.541,7.8,0.9,1.9,15.3,1.3,8.1,2.5,0.5,81.0,31.3,0,2004
Desmond Mason,26.0,MIL,2534.0,15.7,0.552,5.7,-0.4,1.0,14.4,1.9,4.4,0.3,0.7,82.0,30.9,0,2004
Tim Duncan,27.0,SAS,2527.0,27.1,0.534,13.1,8.5,6.7,22.3,3.1,12.4,2.7,0.9,69.0,36.6,0,2004
Chris Bosh,19.0,TOR,2510.0,15.1,0.513,6.2,-0.8,0.8,11.5,1.0,7.4,1.4,0.8,75.0,33.5,0,2004
Nenê,21.0,DEN,2504.0,14.8,0.578,6.1,-0.3,1.1,11.8,2.2,6.5,0.5,1.5,77.0,32.5,0,2004
Jalen Rose,31.0,2TM,2497.0,12.4,0.485,1.5,-2.6,-0.4,15.5,5.0,4.0,0.3,0.8,66.0,37.8,0,2004
Ricky Davis,24.0,2TM,2474.0,16.1,0.533,4.4,0.1,1.3,14.4,3.3,4.5,0.3,1.2,79.0,31.3,0,2004
Shaquille O'Neal,31.0,LAL,2464.0,24.4,0.578,9.9,4.8,4.1,21.5,2.9,11.5,2.5,0.5,67.0,36.8,0,2004
Pau Gasol,23.0,MEM,2458.0,21.7,0.542,8.1,2.9,3.0,17.7,2.5,7.7,1.7,0.6,78.0,31.5,0,2004
James Posey,27.0,MEM,2451.0,18.8,0.614,10.0,3.7,3.5,13.7,1.5,4.9,0.5,1.7,82.0,29.9,0,2004
Jason Kidd,30.0,NJN,2450.0,19.7,0.485,7.2,4.7,4.2,15.5,9.2,6.4,0.2,1.8,67.0,36.6,0,2004
Kobe Bryant,25.0,LAL,2447.0,23.7,0.551,10.7,5.6,4.7,24.0,5.1,5.5,0.4,1.7,65.0,37.6,0,2004
DeShawn Stevenson,22.0,2TM,2444.0,11.6,0.473,1.5,-3.0,-0.6,11.4,2.0,3.7,0.2,0.7,80.0,30.6,0,2004
Al Harrington,23.0,IND,2441.0,14.9,0.514,5.9,-0.7,0.8,13.3,1.7,6.4,0.3,1.0,79.0,30.9,0,2004
Erick Dampier,28.0,GSW,2403.0,20.1,0.573,8.9,1.0,1.8,12.3,0.8,12.0,1.9,0.4,74.0,32.5,0,2004
Mark Blount,28.0,BOS,2402.0,16.0,0.601,6.5,-0.5,0.9,10.3,0.9,7.2,1.3,1.0,82.0,29.3,0,2004
Rasheed Wallace,29.0,3TM,2390.0,17.8,0.51,6.2,2.3,2.6,16.0,2.3,6.8,1.8,0.9,68.0,35.1,0,2004
Antawn Jamison,27.0,DAL,2376.0,21.2,0.581,9.0,1.7,2.2,14.8,0.9,6.3,0.4,1.0,82.0,29.0,0,2004
Jeff McInnis,29.0,2TM,2365.0,15.1,0.511,4.9,-0.5,0.9,11.8,6.1,2.5,0.1,1.0,70.0,33.8,0,2004
Rasho Nesterović,27.0,SAS,2353.0,15.3,0.473,7.2,1.1,1.9,8.7,1.4,7.7,2.0,0.6,82.0,28.7,0,2004
Keith Van Horn,28.0,2TM,2340.0,17.8,0.564,6.3,1.2,1.9,16.1,1.7,7.0,0.5,0.9,72.0,32.5,0,2004
Quentin Richardson,23.0,LAC,2338.0,15.1,0.484,2.4,-0.8,0.7,17.2,2.1,6.4,0.3,1.0,65.0,36.0,0,2004
Mike Dunleavy,23.0,GSW,2336.0,15.1,0.547,5.2,1.3,2.0,11.7,2.9,5.9,0.2,0.9,75.0,31.1,0,2004
Tyronn Lue,26.0,ORL,2332.0,12.6,0.518,2.1,-2.5,-0.3,10.5,4.2,2.5,0.1,0.8,76.0,30.7,0,2004
Vladimir Radmanović,23.0,SEA,2321.0,15.1,0.533,4.2,0.8,1.6,12.0,1.8,5.3,0.5,1.0,77.0,30.1,0,2004
Vlade Divac,35.0,SAC,2317.0,16.3,0.511,5.3,2.0,2.4,9.9,5.3,5.7,1.0,0.7,81.0,28.6,0,2004
Brian Grant,31.0,MIA,2303.0,12.1,0.502,4.9,-2.0,0.0,8.7,0.9,6.9,0.5,0.7,76.0,30.3,0,2004
Trenton Hassell,24.0,MIN,2264.0,8.2,0.498,4.0,-1.3,0.4,5.0,1.6,3.2,0.7,0.4,81.0,28.0,0,2004
Manu Ginóbili,26.0,SAS,2260.0,18.5,0.536,9.1,4.7,3.8,12.8,3.8,4.5,0.2,1.8,77.0,29.4,0,2004
Reggie Miller,38.0,IND,2254.0,16.1,0.6,8.9,3.5,3.1,10.0,3.1,2.4,0.1,0.8,80.0,28.2,0,2004
Joe Smith,28.0,MIL,2254.0,16.6,0.51,6.3,-0.4,0.9,10.9,1.0,8.5,1.2,0.6,76.0,29.7,0,2004
